longitude,latitude,nilai_prediksi_kerawanan
109.444171,-7.182680,1.214002
109.445171,-7.182680,1.214002
109.446171,-7.182680,1.214002
109.447171,-7.182680,1.214002
109.448171,-7.182680,1.214002
109.449171,-7.182680,1.214002
109.450171,-7.182680,1.214002
109.451171,-7.182680,1.214002
109.452171,-7.182680,1.214002
109.453171,-7.182680,1.214002
109.454171,-7.182680,1.214002
109.455171,-7.182680,1.214002
109.456171,-7.182680,1.214002
109.457171,-7.182680,1.214002
109.458171,-7.182680,1.214002
109.459171,-7.182680,1.214002
109.460171,-7.182680,1.214002
109.461171,-7.182680,1.214002
109.462171,-7.182680,1.214002
109.429171,-7.183680,1.214002
109.430171,-7.183680,1.214002
109.431171,-7.183680,1.214002
109.432171,-7.183680,1.214002
109.433171,-7.183680,1.214002
109.434171,-7.183680,1.214002
109.435171,-7.183680,1.214002
109.436171,-7.183680,1.214002
109.437171,-7.183680,1.214002
109.438171,-7.183680,1.214002
109.439171,-7.183680,1.214002
109.440171,-7.183680,1.214002
109.441171,-7.183680,1.214002
109.442171,-7.183680,1.214002
109.443171,-7.183680,1.214002
109.444171,-7.183680,1.214002
109.445171,-7.183680,1.214002
109.446171,-7.183680,1.214002
109.447171,-7.183680,1.214002
109.448171,-7.183680,1.214002
109.449171,-7.183680,1.214002
109.450171,-7.183680,1.214002
109.451171,-7.183680,1.214002
109.452171,-7.183680,1.214002
109.453171,-7.183680,1.214002
109.454171,-7.183680,1.214002
109.455171,-7.183680,1.214002
109.456171,-7.183680,1.214002
109.457171,-7.183680,1.214002
109.458171,-7.183680,1.214002
109.459171,-7.183680,1.214002
109.460171,-7.183680,1.214002
109.428171,-7.184680,1.214002
109.429171,-7.184680,1.214002
109.430171,-7.184680,1.214002
109.431171,-7.184680,1.214002
109.432171,-7.184680,1.214002
109.433171,-7.184680,1.214002
109.434171,-7.184680,1.214002
109.435171,-7.184680,1.214002
109.436171,-7.184680,1.214002
109.437171,-7.184680,1.214002
109.438171,-7.184680,1.214002
109.439171,-7.184680,1.214002
109.440171,-7.184680,1.214002
109.441171,-7.184680,1.214002
109.442171,-7.184680,1.214002
109.443171,-7.184680,1.214002
109.444171,-7.184680,1.214002
109.445171,-7.184680,1.214002
109.446171,-7.184680,1.214002
109.447171,-7.184680,1.214002
109.448171,-7.184680,1.214002
109.449171,-7.184680,1.214002
109.450171,-7.184680,1.214002
109.451171,-7.184680,1.214002
109.452171,-7.184680,1.214002
109.453171,-7.184680,1.214002
109.454171,-7.184680,1.214002
109.455171,-7.184680,1.214002
109.456171,-7.184680,1.214002
109.457171,-7.184680,1.214002
109.458171,-7.184680,1.214002
109.459171,-7.184680,1.214002
109.424171,-7.185680,1.214002
109.425171,-7.185680,1.214002
109.428171,-7.185680,1.214002
109.429171,-7.185680,1.214002
109.430171,-7.185680,1.214002
109.431171,-7.185680,1.214002
109.432171,-7.185680,1.214002
109.433171,-7.185680,1.214002
109.434171,-7.185680,1.214002
109.435171,-7.185680,1.214002
109.436171,-7.185680,1.214002
109.437171,-7.185680,1.214002
109.438171,-7.185680,1.214002
109.439171,-7.185680,1.214002
109.440171,-7.185680,1.214002
109.441171,-7.185680,1.214002
109.442171,-7.185680,1.214002
109.443171,-7.185680,1.214002
109.444171,-7.185680,1.214002
109.445171,-7.185680,1.214002
109.446171,-7.185680,1.214002
109.447171,-7.185680,1.214002
109.448171,-7.185680,1.214002
109.449171,-7.185680,1.214002
109.450171,-7.185680,1.214002
109.451171,-7.185680,1.214002
109.452171,-7.185680,1.214002
109.453171,-7.185680,1.214002
109.454171,-7.185680,1.214002
109.455171,-7.185680,1.214002
109.456171,-7.185680,1.214002
109.457171,-7.185680,1.214002
109.458171,-7.185680,1.214002
109.459171,-7.185680,1.214002
109.460171,-7.185680,1.214002
109.424171,-7.186680,1.214002
109.425171,-7.186680,1.214002
109.426171,-7.186680,1.214002
109.427171,-7.186680,1.214002
109.428171,-7.186680,1.214002
109.429171,-7.186680,1.214002
109.430171,-7.186680,1.214002
109.431171,-7.186680,1.214002
109.432171,-7.186680,1.214002
109.433171,-7.186680,1.214002
109.434171,-7.186680,1.214002
109.435171,-7.186680,1.214002
109.436171,-7.186680,1.214002
109.437171,-7.186680,1.214002
109.438171,-7.186680,1.214002
109.439171,-7.186680,1.214002
109.440171,-7.186680,1.214002
109.441171,-7.186680,1.214002
109.442171,-7.186680,1.214002
109.443171,-7.186680,1.214002
109.444171,-7.186680,1.214002
109.445171,-7.186680,1.214002
109.446171,-7.186680,1.214002
109.447171,-7.186680,1.214002
109.448171,-7.186680,1.214002
109.449171,-7.186680,1.214002
109.450171,-7.186680,1.214002
109.451171,-7.186680,1.214002
109.452171,-7.186680,1.214002
109.453171,-7.186680,1.214002
109.454171,-7.186680,1.214002
109.455171,-7.186680,1.214002
109.456171,-7.186680,1.214002
109.457171,-7.186680,1.214002
109.458171,-7.186680,1.214002
109.459171,-7.186680,1.214002
109.460171,-7.186680,1.214002
109.423171,-7.187680,1.214002
109.424171,-7.187680,1.214002
109.425171,-7.187680,1.214002
109.426171,-7.187680,1.214002
109.427171,-7.187680,1.214002
109.428171,-7.187680,1.214002
109.429171,-7.187680,1.214002
109.430171,-7.187680,1.214002
109.431171,-7.187680,1.214002
109.432171,-7.187680,1.214002
109.433171,-7.187680,1.214002
109.434171,-7.187680,1.214002
109.435171,-7.187680,1.214002
109.436171,-7.187680,1.214002
109.437171,-7.187680,1.214002
109.438171,-7.187680,1.214002
109.439171,-7.187680,1.214002
109.440171,-7.187680,1.214002
109.441171,-7.187680,1.214002
109.442171,-7.187680,1.214002
109.443171,-7.187680,1.214002
109.444171,-7.187680,1.214002
109.445171,-7.187680,1.214002
109.446171,-7.187680,1.214002
109.447171,-7.187680,1.214002
109.448171,-7.187680,1.214002
109.449171,-7.187680,1.214002
109.450171,-7.187680,1.214002
109.451171,-7.187680,1.214002
109.452171,-7.187680,1.214002
109.453171,-7.187680,1.214002
109.454171,-7.187680,1.214002
109.455171,-7.187680,1.214002
109.456171,-7.187680,1.214002
109.457171,-7.187680,1.214002
109.458171,-7.187680,1.214002
109.459171,-7.187680,1.214002
109.460171,-7.187680,1.214002
109.422171,-7.188680,1.214002
109.423171,-7.188680,1.214002
109.424171,-7.188680,1.214002
109.425171,-7.188680,1.214002
109.426171,-7.188680,1.214002
109.427171,-7.188680,1.214002
109.428171,-7.188680,1.214002
109.429171,-7.188680,1.214002
109.430171,-7.188680,1.214002
109.431171,-7.188680,1.214002
109.432171,-7.188680,1.214002
109.433171,-7.188680,1.214002
109.434171,-7.188680,1.214002
109.435171,-7.188680,1.214002
109.436171,-7.188680,1.214002
109.437171,-7.188680,1.214002
109.438171,-7.188680,1.214002
109.439171,-7.188680,1.214002
109.440171,-7.188680,1.214002
109.441171,-7.188680,1.214002
109.442171,-7.188680,1.214002
109.443171,-7.188680,1.214002
109.444171,-7.188680,1.214002
109.445171,-7.188680,1.214002
109.446171,-7.188680,1.214002
109.447171,-7.188680,1.214002
109.448171,-7.188680,1.214002
109.449171,-7.188680,1.214002
109.450171,-7.188680,1.214002
109.451171,-7.188680,1.214002
109.452171,-7.188680,1.214002
109.453171,-7.188680,1.214002
109.454171,-7.188680,1.214002
109.455171,-7.188680,1.214002
109.456171,-7.188680,1.214002
109.457171,-7.188680,1.214002
109.458171,-7.188680,1.214002
109.459171,-7.188680,1.214002
109.460171,-7.188680,1.214002
109.421171,-7.189680,1.214002
109.422171,-7.189680,1.214002
109.423171,-7.189680,1.214002
109.424171,-7.189680,1.214002
109.425171,-7.189680,1.214002
109.426171,-7.189680,1.214002
109.427171,-7.189680,1.214002
109.428171,-7.189680,1.214002
109.429171,-7.189680,1.214002
109.430171,-7.189680,1.214002
109.431171,-7.189680,1.214002
109.432171,-7.189680,1.214002
109.433171,-7.189680,1.214002
109.434171,-7.189680,1.214002
109.435171,-7.189680,1.214002
109.436171,-7.189680,1.214002
109.437171,-7.189680,1.214002
109.438171,-7.189680,1.214002
109.439171,-7.189680,1.214002
109.440171,-7.189680,1.214002
109.441171,-7.189680,1.214002
109.442171,-7.189680,1.214002
109.443171,-7.189680,1.214002
109.444171,-7.189680,1.214002
109.445171,-7.189680,1.214002
109.446171,-7.189680,1.214002
109.447171,-7.189680,1.214002
109.448171,-7.189680,1.214002
109.449171,-7.189680,1.214002
109.450171,-7.189680,1.214002
109.451171,-7.189680,1.214002
109.452171,-7.189680,1.214002
109.453171,-7.189680,1.214002
109.454171,-7.189680,1.214002
109.455171,-7.189680,1.214002
109.456171,-7.189680,1.214002
109.457171,-7.189680,1.214002
109.458171,-7.189680,1.214002
109.459171,-7.189680,1.214002
109.378171,-7.190680,1.214002
109.379171,-7.190680,1.214002
109.380171,-7.190680,1.214002
109.381171,-7.190680,1.214002
109.382171,-7.190680,1.214002
109.383171,-7.190680,1.214002
109.384171,-7.190680,1.214002
109.420171,-7.190680,1.214002
109.421171,-7.190680,1.214002
109.422171,-7.190680,1.214002
109.423171,-7.190680,1.214002
109.424171,-7.190680,1.214002
109.425171,-7.190680,1.214002
109.426171,-7.190680,1.214002
109.427171,-7.190680,1.214002
109.428171,-7.190680,1.214002
109.429171,-7.190680,1.214002
109.430171,-7.190680,1.214002
109.431171,-7.190680,1.214002
109.432171,-7.190680,1.214002
109.433171,-7.190680,1.214002
109.434171,-7.190680,1.214002
109.435171,-7.190680,1.214002
109.436171,-7.190680,1.214002
109.437171,-7.190680,1.214002
109.438171,-7.190680,1.214002
109.439171,-7.190680,1.214002
109.440171,-7.190680,1.214002
109.441171,-7.190680,1.214002
109.442171,-7.190680,1.214002
109.443171,-7.190680,1.214002
109.444171,-7.190680,1.214002
109.445171,-7.190680,1.214002
109.446171,-7.190680,1.214002
109.447171,-7.190680,1.214002
109.448171,-7.190680,1.214002
109.449171,-7.190680,1.214002
109.450171,-7.190680,1.214002
109.451171,-7.190680,1.214002
109.452171,-7.190680,1.214002
109.453171,-7.190680,1.214002
109.454171,-7.190680,1.214002
109.455171,-7.190680,1.214002
109.456171,-7.190680,1.214002
109.457171,-7.190680,1.214002
109.458171,-7.190680,1.214002
109.376171,-7.191680,1.214002
109.377171,-7.191680,1.214002
109.378171,-7.191680,1.214002
109.379171,-7.191680,1.214002
109.380171,-7.191680,1.214002
109.381171,-7.191680,1.214002
109.382171,-7.191680,1.214002
109.383171,-7.191680,1.214002
109.384171,-7.191680,1.214002
109.385171,-7.191680,1.214002
109.386171,-7.191680,1.214002
109.387171,-7.191680,1.214002
109.388171,-7.191680,1.214002
109.419171,-7.191680,1.214002
109.420171,-7.191680,1.214002
109.421171,-7.191680,1.214002
109.422171,-7.191680,1.214002
109.423171,-7.191680,1.214002
109.424171,-7.191680,1.214002
109.425171,-7.191680,1.214002
109.426171,-7.191680,1.214002
109.427171,-7.191680,1.214002
109.428171,-7.191680,1.214002
109.429171,-7.191680,1.214002
109.430171,-7.191680,1.214002
109.431171,-7.191680,1.214002
109.432171,-7.191680,1.214002
109.433171,-7.191680,1.214002
109.434171,-7.191680,1.214002
109.435171,-7.191680,1.214002
109.436171,-7.191680,1.214002
109.437171,-7.191680,1.214002
109.438171,-7.191680,1.214002
109.439171,-7.191680,1.214002
109.440171,-7.191680,1.214002
109.441171,-7.191680,1.214002
109.442171,-7.191680,1.214002
109.443171,-7.191680,1.214002
109.444171,-7.191680,1.214002
109.445171,-7.191680,1.214002
109.446171,-7.191680,1.214002
109.447171,-7.191680,1.214002
109.448171,-7.191680,1.214002
109.449171,-7.191680,1.214002
109.450171,-7.191680,1.214002
109.451171,-7.191680,1.214002
109.452171,-7.191680,1.214002
109.453171,-7.191680,1.214002
109.454171,-7.191680,1.214002
109.455171,-7.191680,1.214002
109.456171,-7.191680,1.214002
109.457171,-7.191680,1.214002
109.376171,-7.192680,1.214002
109.377171,-7.192680,1.214002
109.378171,-7.192680,1.214002
109.379171,-7.192680,1.214002
109.380171,-7.192680,1.214002
109.381171,-7.192680,1.214002
109.382171,-7.192680,1.214002
109.383171,-7.192680,1.214002
109.384171,-7.192680,1.214002
109.385171,-7.192680,1.214002
109.386171,-7.192680,1.214002
109.387171,-7.192680,1.214002
109.388171,-7.192680,1.214002
109.389171,-7.192680,1.214002
109.390171,-7.192680,1.214002
109.418171,-7.192680,1.214002
109.419171,-7.192680,1.214002
109.420171,-7.192680,1.214002
109.421171,-7.192680,1.214002
109.422171,-7.192680,1.214002
109.423171,-7.192680,1.214002
109.424171,-7.192680,1.214002
109.425171,-7.192680,1.214002
109.426171,-7.192680,1.214002
109.427171,-7.192680,1.214002
109.428171,-7.192680,1.214002
109.429171,-7.192680,1.214002
109.430171,-7.192680,1.214002
109.431171,-7.192680,1.214002
109.432171,-7.192680,1.214002
109.433171,-7.192680,1.214002
109.434171,-7.192680,1.214002
109.435171,-7.192680,1.214002
109.436171,-7.192680,1.214002
109.437171,-7.192680,1.214002
109.438171,-7.192680,1.214002
109.439171,-7.192680,1.214002
109.440171,-7.192680,1.214002
109.441171,-7.192680,1.214002
109.442171,-7.192680,1.214002
109.443171,-7.192680,1.214002
109.444171,-7.192680,1.214002
109.445171,-7.192680,1.214002
109.446171,-7.192680,1.214002
109.447171,-7.192680,1.214002
109.448171,-7.192680,1.214002
109.449171,-7.192680,1.214002
109.450171,-7.192680,1.214002
109.451171,-7.192680,1.214002
109.452171,-7.192680,1.214002
109.453171,-7.192680,1.214002
109.454171,-7.192680,1.214002
109.455171,-7.192680,1.214002
109.456171,-7.192680,1.214002
109.457171,-7.192680,1.214002
109.375171,-7.193680,1.214002
109.376171,-7.193680,1.214002
109.377171,-7.193680,1.214002
109.378171,-7.193680,1.214002
109.379171,-7.193680,1.214002
109.380171,-7.193680,1.214002
109.381171,-7.193680,1.214002
109.382171,-7.193680,1.214002
109.383171,-7.193680,1.214002
109.384171,-7.193680,1.214002
109.385171,-7.193680,1.214002
109.386171,-7.193680,1.214002
109.387171,-7.193680,1.214002
109.388171,-7.193680,1.214002
109.389171,-7.193680,1.214002
109.390171,-7.193680,1.214002
109.418171,-7.193680,1.214002
